KingsCollege,OldHospital,ShopFacade,StMarysChurch
2.154957634872323,4.058885314490113,1.4177041069605785,2.9388574670211822
2.1427477766766496,3.9656181544833546,1.4080456427691626,2.8853545160332983
2.124601169289352,3.8033314428113254,1.3873720804315475,2.8498554725061154
2.1069647881066493,3.7846177799579994,1.38588722322594,2.797802766848785
2.0822771223574694,3.4529537078188572,1.352468478676377,2.7269804513215425
2.0492694801922084,3.4259591417043094,1.352468478676377,2.6797931973779083
2.030691800051322,3.4259591417043094,1.352468478676377,2.6380376524815254
2.011099698109874,3.4259591417043094,1.3005516875060947,2.5852608540291864
1.9864234209177252,3.268701455891174,1.282807563959061,2.525587689437302
1.9483513823238023,3.184369577813721,1.2807764250797562,2.4758978650540824
1.9220379019846072,3.15885234956988,1.2516799827341947,2.324159269087795
1.8967595428270063,3.1145221730150676,1.2396994643279209,2.252666694199436
1.8728943919823182,3.036141438942186,1.2396994643279209,2.2145283897764654
1.8482931621489254,3.004522611598757,1.0671888147932531,2.1543830601875316
1.7002426395529109,2.905008657105914,1.0609021090621862,2.1034127664005267
1.6801636728942184,2.7947208047092857,1.009820489082466,2.0557639337822313
1.6553012816768147,2.7313736347769,0.9248104154878605,2.0241046354780723
1.632900323375096,2.7181215280705624,0.900902092963172,1.9474533251464299
1.4904981188253192,2.650549921793427,0.8819861845063609,1.8936053235593961
1.380377850702044,2.650549921793427,0.8387122368891867,1.8643793956603878
1.351967436506709,2.650549921793427,0.7575922165262853,1.795570338264306
1.3286210073636093,2.4519703878503067,0.7426106711059737,1.7458976029919728
1.3042817305642465,2.4309212784714185,0.7027794552984069,1.6597068928837948
1.2789089441468615,2.127711717585552,0.6668759397868693,1.605816244103811
1.2543924125646526,2.0223467968149293,0.633211416972977,1.5632592450780283
1.2285446945205574,1.9882578028445108,0.6152582833495787,1.50956828764895
1.145153918546023,1.9350716132778734,0.5918083710783281,1.4564872967582851
1.1193377108383418,1.8470604406102094,0.5749897371192966,1.4106272920811975
1.0937172514218816,1.5701792029009867,0.5600309395232406,1.3611155152174519
1.0736744789433643,1.5180247824056339,0.5414500762666405,1.2876286269975492
1.050498524896763,1.4798653694265902,0.5316468803696346,1.2525397124240036
1.0228142518414447,1.4030411428283474,0.5015756492551596,1.2045535657711133
0.9950680239130234,1.3255917606749972,0.49525044359445985,1.1612729030994224
0.8871780404812154,1.2667694972250299,0.4518549203811911,1.1208581548293304
0.7911330582828073,1.148796033438335,0.42098302741106464,0.967635163906126
0.7755234996534929,1.1145398524571208,0.40603890432974404,0.9300919902553026
0.7585566553713926,1.0508016716868467,0.38214737576934443,0.8600642316294592
0.7209669225225055,0.9988071705601824,0.35878402201469844,0.8093726686035927
0.624284259827687,0.9671674320182652,0.35180948604361484,0.748455223811507
0.5826994749409133,0.9108962928045945,0.30391073186588824,0.7140973617853
0.5480300617955007,0.7724460787441918,0.2688380630770394,0.6657764908748455
0.4827640052657763,0.7193002843088487,0.25461747924144995,0.615148103614602
0.4613057489525994,0.6254177998970498,0.23899430751431788,0.5640718280190523
0.4276566164969814,0.5056332543457438,0.20363497941083966,0.5272939416704809
0.38847612124692316,0.438071997209233,0.19388555566790597,0.48631522194997356
0.2896333313786646,0.3918015025883231,0.1638630381351926,0.3933625379141613
0.2576496515757741,0.28192891388050334,0.14308515169432046,0.35460324747127336
0.18725473446895116,0.20162428708121427,0.10763673735959123,0.32779416696659835
0.09958001766092252,0.07796428130593251,0.05535765249397283,0.2817387299855925
0.02198385583258639,0.010964174031545978,0.02409429009954393,0.10292499261518122
